Name,Identifier,E.C.,GPR,Reversible,Flux Lower Bound,Flux Upper Bound,bigg.reaction,kegg.reaction,metanetx.reaction,reactome
Sphinganine Intracellular Transport,R_SPHGNtn,,,TRUE,-1000,1000,SPHGNtn,,,
Sphinganine Intracellular Transport,R_SPHGNtg,,,TRUE,-1000,1000,SPHGNtg,,,
Passive Diffusion into Extracellular Space,R_SPHGNte,,,TRUE,-1000,1000,SPHGNte,,,
R_HMR_8239,R_HMR_8239,,,TRUE,-1000,1000,SPH1Pter,,MNXR104482,
R_HMR_8240,R_HMR_8240,,,TRUE,-1000,1000,SPH1Pte,,MNXR104482,
R_HMR_8247,R_HMR_8247,,,TRUE,-1000,1000,SPC_HSt,,MNXR104479,
R_HMR_7770,R_HMR_7770,,,TRUE,-1000,1000,SO4tl,,MNXR104469,
R_HMR_7700,R_HMR_7700,,(ENSG00000081800),FALSE,0,1000,SO4t4_3,,MNXR104468,
R_HMR_7699,R_HMR_7699,,(ENSG00000081800) or (ENSG00000164707),FALSE,0,1000,SO4t4_2,,MNXR104467,
R_HMR_8736,R_HMR_8736,,(ENSG00000225697),FALSE,0,1000,SO4OXAtex2,,MNXR104465,
R_HMR_4946,R_HMR_4946,,(ENSG00000112053) or (ENSG00000147606) or (ENSG00000174502) or (ENSG00000145217) or (ENSG00000181045) or (ENSG00000091138) or (ENSG00000155850),FALSE,0,1000,SO4HCOtex,,MNXR104463,
uptake of simvastatin by enterocytes,R_SMVtv,,,TRUE,-1000,1000,SMVtv,,,
efflux of simvastatin by P-gp from the enterocytes into lumen,R_SMVtu,3.6.3.44,(ENSG00000085563),FALSE,0,1000,SMVtu,,,
uptake of simvastatin by hepatocytes,R_SMVthep,,(ENSG00000134538),TRUE,-1000,1000,SMVthep,,,
SMVitr,R_SMVitr,,,TRUE,-1000,1000,SMVitr,,,
conversion of open acid form to lactone form of simvastatin,R_SMVLAChep,,,FALSE,0,1000,SMVLAChep,,,
conversion of simvastatin pro-drug to active form,R_SMVHYDROhep,3.1.1.2,(ENSG00000105852),FALSE,0,1000,SMVHYDROhep,,,
glucuronidation of the open acid form of simvastatin,R_SMVGLUChep,2.4.1.17,(ENSG00000241635) or (ENSG00000243135),FALSE,0,1000,SMVGLUChep,,,
spontaneous conversion of glucuronide to lactone form of simvastatin,R_SMVGLUCLAChep,,,FALSE,0,1000,SMVGLUCLAChep,,,
efflux of simvastatin dihydroxy acid form into hepatic vein,R_SMVACIDtev,,,TRUE,-1000,1000,SMVACIDtev,,,
SMVACIDitr,R_SMVACIDitr,,,TRUE,-1000,1000,SMVACIDitr,,,
beta-glucuronidation of simvastatin-acyl-glucuronide to simvastatin dihydroxy acid form,R_SMVACIDhep,3.2.1.31,(ENSG00000169919),FALSE,0,1000,SMVACIDhep,,,
efflux of simvastatin dihydroxy acid form into bile,R_SMVACIDATPteb,,(ENSG00000085563),FALSE,0,1000,SMVACIDATPteb,,,
Sphingomyelin Synthase,R_SMSn,,,FALSE,0,1000,SMSn,,,
Sphingomyelin Synthase 2,R_SMS21e,,(ENSG00000164023),FALSE,0,1000,SMS21e,,,
R_HMR_8246,R_HMR_8246,3.1.4.12,(ENSG00000103056) or (ENSG00000135587) or (ENSG00000182156) or (ENSG00000166311) or (ENSG00000136699),FALSE,0,1000,SMPD4,,MNXR104451,
R_HMR_8242,R_HMR_8242,3.1.4.12,(ENSG00000103056),FALSE,0,1000,SMPD3g,R02541,MNXR104449,
R_HMR_8069,R_HMR_8069,1.1.1.37,(ENSG00000146701),TRUE,-1000,1000,SLDxm,R05693,MNXR104442,
R_HMR_8068,R_HMR_8068,1.1.1.37,(ENSG00000014641) or (ENSG00000138400),TRUE,-1000,1000,SLDx,R05693,MNXR104442,
R_HMR_8071,R_HMR_8071,,,FALSE,0,1000,SLDt,,MNXR104441,
R_HMR_0744,R_HMR_0744,2.7.1.91,(ENSG00000176170) or (ENSG00000063176) or (ENSG00000105516),FALSE,0,1000,SLCBK1,R02976,MNXR104439,
R_HMR_8184,R_HMR_8184,2.4.99.9,(ENSG00000115525),FALSE,0,1000,SIAT9g,R05937,MNXR104391,
R_HMR_8155,R_HMR_8155,2.4.99.4,(ENSG00000157350) or (ENSG00000008513) or (ENSG00000110080),FALSE,0,1000,SIAT4Bg,,MNXR104389,
R_HMR_7576,R_HMR_7576,3.4.16.5;3.2.1.18;3.2.1.23,(ENSG00000064601) or (ENSG00000170266) or (ENSG00000204099) or (ENSG00000115488) or (ENSG00000162139) or (ENSG00000204386),FALSE,0,1000,SIAASEly,,MNXR104385,
R_HMR_7484,R_HMR_7484,3.1.6.4;3.2.1.18;3.2.1.23;3.4.16.5,(ENSG00000170266 and ENSG00000141012 and ENSG00000064601 and ENSG00000204386),FALSE,0,1000,SIAASE4ly,,MNXR104388,
R_HMR_7455,R_HMR_7455,3.1.6.4;3.2.1.18;3.2.1.23;3.4.16.5,(ENSG00000170266 and ENSG00000141012 and ENSG00000064601 and ENSG00000204386),FALSE,0,1000,SIAASE3ly,,MNXR104387,
R_HMR_7378,R_HMR_7378,3.1.6.4;3.2.1.18;3.2.1.23;3.4.16.5,(ENSG00000170266 and ENSG00000141012 and ENSG00000064601 and ENSG00000204386),FALSE,0,1000,SIAASE2ly,,MNXR104386,
Sialidase,R_SIAASE,3.2.1.18,(ENSG00000204099) or (ENSG00000115488),FALSE,0,1000,SIAASE,,MNXR104385,
R_HMR_8238,R_HMR_8238,4.1.2.27,(ENSG00000166224),FALSE,0,1000,SGPL12r,,MNXR104366,
R_HMR_8237,R_HMR_8237,4.1.2.27,(ENSG00000166224),FALSE,0,1000,SGPL11r,R02464,MNXR104365,
R_HMR_8208,R_HMR_8208,,,TRUE,-1000,1000,SGALSIDEtl,,MNXR104359,
R_HMR_8207,R_HMR_8207,,,TRUE,-1000,1000,SGALSIDEtg,,MNXR104359,
R_HMR_3937,R_HMR_3937,3.1.2.12,(ENSG00000139684),FALSE,0,1000,SFGTHi,R00527,MNXR104357,
Secretion of Sulfocysteine into Extracellular Space,R_SFCYSe,,,TRUE,-1000,1000,SFCYSe,,MNXR104356,
Formation of Sulfocysteine,R_SFCYSc,,,TRUE,-1000,1000,SFCYSc,,MNXR104355,
R_HMR_4468,R_HMR_4468,,,TRUE,-1000,1000,SERtp,,MNXR104354,
R_HMR_8735,R_HMR_8735,,(ENSG00000017483),FALSE,0,1000,SERtN1,,MNXR104353,
R_HMR_6375,R_HMR_6375,,(ENSG00000174358) or (ENSG00000134294) or (ENSG00000139209) or (ENSG00000268104) or (ENSG00000072041) or (ENSG00000111371),FALSE,0,1000,SERt4,,MNXR104346,
R_HMR_6381,R_HMR_6381,,(ENSG00000017483) or (ENSG00000134294) or (ENSG00000139209) or (ENSG00000268104) or (ENSG00000111371),FALSE,0,1000,SERt4,,MNXR104346,
"Transport of SerTrpHis, Extracellular",R_SERTRPHISt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,SERTRPHISt,,,
Metabolism (Formation/Degradation) of SerTrpHis,R_SERTRPHISr,,,TRUE,-1000,1000,SERTRPHISr,,,
R_HMR_5644,R_HMR_5644,,(ENSG00000103064) or (ENSG00000115902) or (ENSG00000105281),FALSE,0,1000,SERTHRNaEx,,MNXR104349,
R_HMR_0738,R_HMR_0738,2.3.1.50,(ENSG00000090054 and ENSG00000100596 and ENSG00000172296),FALSE,0,1000,SERPT,R01281,MNXR104347,
"Transport of SerPheLys, Extracellular",R_SERPHELYSt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,SERPHELYSt,,,
Metabolism (Formation/Degradation) of SerPheLys,R_SERPHELYSr,,,TRUE,-1000,1000,SERPHELYSr,,,
R_HMR_5842,R_HMR_5842,,(ENSG00000103064) or (ENSG00000155465) or (ENSG00000138079),FALSE,0,1000,SERLYSNaex,,MNXR104345,
"Transport of SerLysHis, Extracellular",R_SERLYSHISt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,SERLYSHISt,,,
Metabolism (Formation/Degradation) of SerLysHis,R_SERLYSHISr,,,TRUE,-1000,1000,SERLYSHISr,,,
R_HMR_4200,R_HMR_4200,4.3.1.17;4.3.1.19,(ENSG00000135094) or (ENSG00000139410) or (ENSG00000167720),FALSE,0,1000,SERHL,R00590,MNXR104344,
R_HMR_5460,R_HMR_5460,,(ENSG00000130876) or (ENSG00000103257) or (ENSG00000168003),TRUE,-1000,1000,SERGLYexR,,MNXR104342,
"Transport of SerGlyGlu, Extracellular",R_SERGLYGLUt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,SERGLYGLUt,,,
Metabolism (Formation/Degradation) of SerGlyGlu,R_SERGLYGLUr,,,TRUE,-1000,1000,SERGLYGLUr,,,
R_HMR_5487,R_HMR_5487,,(ENSG00000130876) or (ENSG00000103257) or (ENSG00000168003),TRUE,-1000,1000,SERGLNexR,,MNXR104341,
R_HMR_5634,R_HMR_5634,,(ENSG00000103064) or (ENSG00000105281),FALSE,0,1000,SERGLNNaEx,,MNXR104340,
R_HMR_3883,R_HMR_3883,4.3.1.17;4.3.1.19,(ENSG00000135094) or (ENSG00000139410) or (ENSG00000167720),FALSE,0,1000,SERD_L,R00220,MNXR104339,
R_HMR_8734,R_HMR_8734,,(ENSG00000168003 and ENSG00000130876),TRUE,-1000,1000,SERDGLYexR,,MNXR104337,
R_HMR_8733,R_HMR_8733,,(ENSG00000168003 and ENSG00000130876),TRUE,-1000,1000,SERDGLNexR,,MNXR104336,
R_HMR_5639,R_HMR_5639,,(ENSG00000103064) or (ENSG00000115902) or (ENSG00000105281),FALSE,0,1000,SERCYSNaEx,,MNXR104334,
"Transport of SerCysArg, Extracellular",R_SERCYSARGt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,SERCYSARGt,,,
Metabolism (Formation/Degradation) of SerCysArg,R_SERCYSARGr,,,TRUE,-1000,1000,SERCYSARGr,,,
Serine Transport by B0At3,R_SERB0AT3tc,,(ENSG00000147003 and ENSG00000164363),FALSE,0,1000,SERB0AT3tc,,,
R_HMR_5642,R_HMR_5642,,(ENSG00000103064) or (ENSG00000105281),FALSE,0,1000,SERASNNaEx,,MNXR104331,
"Transport of SerArgTrp, Extracellular",R_SERARGTRPt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,SERARGTRPt,,,
Metabolism (Formation/Degradation) of SerArgTrp,R_SERARGTRPr,,,TRUE,-1000,1000,SERARGTRPr,,,
"Transport of SerArgAla, Extracellular",R_SERARGALAt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,SERARGALAt,,,
Metabolism (Formation/Degradation) of SerArgAla,R_SERARGALAr,,,TRUE,-1000,1000,SERARGALAr,,,
R_HMR_5633,R_HMR_5633,,(ENSG00000103064) or (ENSG00000115902) or (ENSG00000105281),FALSE,0,1000,SERALANaEx,,MNXR104330,
R_HMR_7904,R_HMR_7904,,(ENSG00000081800),FALSE,0,1000,SELt4_3,,MNXR104326,
R_HMR_8732,R_HMR_8732,,(ENSG00000081800),FALSE,0,1000,SELt4_3,,MNXR104326,
R_HMR_7132,R_HMR_7132,2.7.9.3,(ENSG00000179918) or (ENSG00000086475),FALSE,0,1000,SELNPS,R03595,MNXR104322,
Transport in via Sodium Symport into Extracellular Space,R_SELMETHte,,(ENSG00000134294) or (ENSG00000130234 and ENSG00000174358) or (ENSG00000268104) or (ENSG00000197375) or (ENSG00000111371) or (ENSG00000174358 and ENSG00000147003),FALSE,0,1000,SELMETHte,,,
Assumed Passive Diffusion into Extracellular Space,R_SELMETHt2e,,,TRUE,-1000,1000,SELMETHt2e,,,
R_HMR_7139,R_HMR_7139,2.5.1.6,(ENSG00000168906) or (ENSG00000151224) or (ENSG00000038274),TRUE,-1000,1000,SELMETAT,R04771,MNXR104321,
R_HMR_7135,R_HMR_7135,4.2.1.22,(ENSG00000160200),FALSE,0,1000,SELCYSTS,R04942,MNXR104317,
R_HMR_7134,R_HMR_7134,4.4.1.1,(ENSG00000116761),TRUE,-1000,1000,SELCYSTGL,R04930,MNXR104315,
R_HMR_7133,R_HMR_7133,4.4.1.16,(ENSG00000132330),TRUE,-1000,1000,SELCYSLY2,R03599,MNXR104312 || MNXR108284,
R_HMR_9540,R_HMR_9540,4.4.1.16,(ENSG00000132330),FALSE,0,1000,SELCYSLY,,MNXR104311,
R_HMR_7128,R_HMR_7128,2.7.7.4,(ENSG00000138801) or (ENSG00000198682),FALSE,0,1000,SELADT,R04929,MNXR104310 || MNXR109227,
Thioesterification of Sebacoylcoa for Release into Cytosol,R_SEBCOAPET,,(ENSG00000101473),FALSE,0,1000,SEBCOAPET,,MNXR104307,
Production of Sebacoyl Carnitine,R_SEBCOACROT,,(ENSG00000005469),TRUE,-1000,1000,SEBCOACROT,,MNXR96375,
Transport of Sebacic Acid by Diffusion,R_SEBACIDtd,,,TRUE,-1000,1000,SEBACIDtd,,,
Transport of Sebacic Acid into Cytosol (Diffusion),R_SEBACIDtx,,,TRUE,-1000,1000,SEBACIDTD,,MNXR104306,
Activation of Sebacic Acidd,R_SEBACACT,,,FALSE,0,1000,SEBACACT,,MNXR104305,
R_HMR_8638,R_HMR_8638,,,TRUE,-1000,1000,SEASMETtn,,MNXR104304,
R_HMR_8642,R_HMR_8642,,,TRUE,-1000,1000,SEAHCYStn,,MNXR104303,
R_HMR_7136,R_HMR_7136,3.3.1.1,(ENSG00000101444) or (ENSG00000158467) or (ENSG00000168710),TRUE,-1000,1000,SEAHCYSHYD,R04936,MNXR104302 || MNXR109233,
R_HMR_1652,R_HMR_1652,2.3.1.176;2.3.1.16,(ENSG00000167306) or (ENSG00000060971) or (ENSG00000116171),FALSE,0,1000,SCPx,R03719,MNXR104297 || MNXR108369,
R_HMR_1653,R_HMR_1653,2.3.1.176;2.3.1.16,(ENSG00000167306) or (ENSG00000060971) or (ENSG00000116171),FALSE,0,1000,SCPx,R03719,MNXR104297 || MNXR108369,
Propionyl Coenzyme A C2-Trimethyltridecanoyltransferase,R_RE1836X,2.3.1.154,(ENSG00000116171),FALSE,0,1000,SCP3x,,MNXR103560,
Peroxisomal Thiolase 2,R_SCP2x,2.7.7.4,(ENSG00000116171),FALSE,0,1000,SCP2x,,MNXR104295,
Sterol Carrier Protein 2,R_SCP22x,1.5.1.10,(ENSG00000116171),TRUE,-1000,1000,SCP22x,,MNXR104294,
Transport of Phytanoylcoa from Cytosol to Peroxisomes.,R_SCP21cx,,(ENSG00000117528),FALSE,0,1000,SCP21cx,,MNXR104292,
R_HMR_8235,R_HMR_8235,3.1.3.-,(ENSG00000126821),FALSE,0,1000,SBPP3er,R06521,MNXR104282,
R_HMR_8233,R_HMR_8233,3.1.3.-,(ENSG00000126821),FALSE,0,1000,SBPP1er,R06520,MNXR104280,
Thioesterification of Suberyl Coenzyme A for Release into Cytosol,R_SBCOAACOTx,,(ENSG00000101473),FALSE,0,1000,SBCOAACOTx,,MNXR104277,
R_HMR_8432,R_HMR_8432,1.5.8.3,(ENSG00000123453),FALSE,0,1000,SARDHm,,MNXR104274,
R_HMR_3850,R_HMR_3850,,,TRUE,-1000,1000,SARCStp,,,
R_HMR_8731,R_HMR_8731,,,TRUE,-1000,1000,SARCStm,,MNXR104273,
R_HMR_4982,R_HMR_4982,,,TRUE,-1000,1000,SARCStex,,MNXR104273,
R_HMR_3849,R_HMR_3849,1.5.3.1;1.5.99.1,(ENSG00000123453) or (ENSG00000179761),FALSE,0,1000,SARCOXp,R00610,,
"S-Adenosyl-L-Methionine:Histamine N-Tele-Methyltransferase, Extracellular",R_SAMHISTAe,,(ENSG00000150540),FALSE,0,1000,SAMHISTAe,,,
R_HMR_4429,R_HMR_4429,2.1.1.8,(ENSG00000150540),FALSE,0,1000,SAMHISTA,R02155,MNXR104271,
R_HMR_4185,R_HMR_4185,2.7.7.4,(ENSG00000138801) or (ENSG00000198682),FALSE,0,1000,SADT,R00529,MNXR104240,
"Transport of L-Saccharopinate, Extracellular",R_SACCRP_Ltm,,,TRUE,-1000,1000,SACCRP_Ltm,,,
"Transport of L-Saccharopinate, Intracellular",R_SACCRP_Lte,,,TRUE,-1000,1000,SACCRP_Lte,,,
R_HMR_4668,R_HMR_4668,1.5.1.10,(ENSG00000008311),FALSE,0,1000,SACCD4m,R02315,MNXR104236,
R_HMR_4288,R_HMR_4288,1.5.1.8,(ENSG00000008311),FALSE,0,1000,SACCD3m,R00716,MNXR104238,
R_HMR_7565,R_HMR_7565,3.4.16.5;3.2.1.35;3.1.6.4;3.2.1.23,(ENSG00000064601) or (ENSG00000106302) or (ENSG00000106304) or (ENSG00000170266) or (ENSG00000186792) or (ENSG00000141012) or (ENSG00000114378) or (ENSG00000068001),FALSE,0,1000,S6TASE9ly,,MNXR104234,
R_HMR_7560,R_HMR_7560,3.1.6.4;3.2.1.18;3.2.1.23;3.4.16.5,(ENSG00000170266 and ENSG00000141012 and ENSG00000064601 and ENSG00000204386),FALSE,0,1000,S6TASE8ly,,MNXR104233,
R_HMR_7547,R_HMR_7547,3.1.6.4;3.2.1.18;3.2.1.23;3.4.16.5,(ENSG00000170266 and ENSG00000141012 and ENSG00000064601 and ENSG00000204386),FALSE,0,1000,S6TASE7ly,,MNXR104232,
R_HMR_7542,R_HMR_7542,3.1.6.4;3.2.1.18;3.2.1.23;3.4.16.5,(ENSG00000170266 and ENSG00000141012 and ENSG00000064601 and ENSG00000204386),FALSE,0,1000,S6TASE6ly,,MNXR104231,
R_HMR_7530,R_HMR_7530,3.1.6.4;3.2.1.18;3.2.1.23;3.4.16.5,(ENSG00000170266 and ENSG00000141012 and ENSG00000064601 and ENSG00000204386),FALSE,0,1000,S6TASE5ly,,MNXR104230,
R_HMR_7526,R_HMR_7526,3.1.6.4;3.2.1.18;3.2.1.23;3.4.16.5,(ENSG00000170266 and ENSG00000141012 and ENSG00000064601 and ENSG00000204386),FALSE,0,1000,S6TASE4ly,,MNXR104229,
R_HMR_7237,R_HMR_7237,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE3ly,,MNXR104228,
R_HMR_7231,R_HMR_7231,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE2ly,,MNXR104227,
R_HMR_7487,R_HMR_7487,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE26ly,,MNXR104226,
R_HMR_7485,R_HMR_7485,3.1.6.4;3.2.1.18;3.2.1.23;3.4.16.5,(ENSG00000170266 and ENSG00000141012 and ENSG00000064601 and ENSG00000204386),FALSE,0,1000,S6TASE25ly,,MNXR104225,
R_HMR_7463,R_HMR_7463,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE24ly,,MNXR104224,
R_HMR_7458,R_HMR_7458,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE23ly,,MNXR104223,
R_HMR_7456,R_HMR_7456,3.1.6.4;3.2.1.18;3.2.1.23;3.4.16.5,(ENSG00000170266 and ENSG00000141012 and ENSG00000064601 and ENSG00000204386),FALSE,0,1000,S6TASE22ly,,MNXR104222,
R_HMR_7421,R_HMR_7421,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE21ly,,MNXR104221,
R_HMR_7417,R_HMR_7417,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE20ly,,MNXR104220,
R_HMR_7226,R_HMR_7226,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE1ly,,MNXR104219,
R_HMR_7413,R_HMR_7413,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE19ly,,MNXR104218,
R_HMR_7409,R_HMR_7409,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE18ly,,MNXR104217,
R_HMR_7405,R_HMR_7405,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE17ly,,MNXR104216,
R_HMR_7401,R_HMR_7401,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE16ly,,MNXR104215,
R_HMR_7397,R_HMR_7397,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE15ly,,MNXR104214,
R_HMR_7393,R_HMR_7393,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE14ly,,MNXR104213,
R_HMR_7389,R_HMR_7389,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE13ly,,MNXR104212,
R_HMR_7385,R_HMR_7385,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE12ly,,MNXR104211,
R_HMR_7381,R_HMR_7381,3.1.6.14,(ENSG00000135677),FALSE,0,1000,S6TASE11ly,,MNXR104210,
R_HMR_7379,R_HMR_7379,3.1.6.4;3.2.1.18;3.2.1.23;3.4.16.5,(ENSG00000170266 and ENSG00000141012 and ENSG00000064601 and ENSG00000204386),FALSE,0,1000,S6TASE10ly,,MNXR104209,
R_HMR_7354,R_HMR_7354,2.8.2.-,(ENSG00000183196) or (ENSG00000140835) or (ENSG00000135702) or (ENSG00000175040),FALSE,0,1000,S6T9g,,MNXR104208,
R_HMR_7351,R_HMR_7351,2.8.2.-,(ENSG00000183196) or (ENSG00000140835) or (ENSG00000135702) or (ENSG00000175040),FALSE,0,1000,S6T8g,,MNXR104207,
R_HMR_7348,R_HMR_7348,2.8.2.-,(ENSG00000183196) or (ENSG00000140835) or (ENSG00000135702) or (ENSG00000175040),FALSE,0,1000,S6T7g,,MNXR104206,
R_HMR_7345,R_HMR_7345,2.8.2.-,(ENSG00000183196) or (ENSG00000140835) or (ENSG00000135702) or (ENSG00000175040),FALSE,0,1000,S6T6g,,MNXR104205,
R_HMR_7342,R_HMR_7342,2.8.2.-,(ENSG00000183196) or (ENSG00000140835) or (ENSG00000135702) or (ENSG00000175040),FALSE,0,1000,S6T5g,,MNXR104204,
R_HMR_7339,R_HMR_7339,2.8.2.-,(ENSG00000183196) or (ENSG00000140835) or (ENSG00000135702) or (ENSG00000175040),FALSE,0,1000,S6T4g,,MNXR104203,
R_HMR_7452,R_HMR_7452,2.8.2.17;2.8.2.21,(ENSG00000147119) or (ENSG00000175264) or (ENSG00000122863),FALSE,0,1000,S6T3g,,MNXR104202,
R_HMR_7450,R_HMR_7450,2.8.2.-,(ENSG00000183196) or (ENSG00000140835) or (ENSG00000135702) or (ENSG00000175040),FALSE,0,1000,S6T2g,,MNXR104201,
R_HMR_7219,R_HMR_7219,2.8.2.-,(ENSG00000136720) or (ENSG00000185352) or (ENSG00000171004),FALSE,0,1000,S6T25g,,MNXR104200,
R_HMR_7552,R_HMR_7552,2.8.2.17;2.8.2.33,(ENSG00000182022) or (ENSG00000147119) or (ENSG00000122863),FALSE,0,1000,S6T24g,,MNXR104199,
R_HMR_7553,R_HMR_7553,2.8.2.17,(ENSG00000147119),FALSE,0,1000,S6T23g,,MNXR104198,
R_HMR_7492,R_HMR_7492,2.8.2.17,(ENSG00000147119),FALSE,0,1000,S6T22g,,MNXR104197,
R_HMR_7537,R_HMR_7537,2.8.2.17;2.8.2.33,(ENSG00000182022) or (ENSG00000147119) or (ENSG00000122863),FALSE,0,1000,S6T21g,,MNXR104196,
R_HMR_7522,R_HMR_7522,2.8.2.17;2.8.2.33,(ENSG00000182022) or (ENSG00000147119) or (ENSG00000122863),FALSE,0,1000,S6T20g,,MNXR104195,
R_HMR_7447,R_HMR_7447,2.8.2.-,(ENSG00000183196) or (ENSG00000140835) or (ENSG00000135702) or (ENSG00000175040),FALSE,0,1000,S6T1g,,MNXR104194,
R_HMR_7519,R_HMR_7519,2.8.2.17;2.8.2.33,(ENSG00000182022) or (ENSG00000147119) or (ENSG00000122863),FALSE,0,1000,S6T19g,,MNXR104193,
R_HMR_7481,R_HMR_7481,2.8.2.17;2.8.2.21,(ENSG00000147119) or (ENSG00000175264) or (ENSG00000122863),FALSE,0,1000,S6T18g,,MNXR104192,
R_HMR_7479,R_HMR_7479,2.8.2.-,(ENSG00000183196) or (ENSG00000140835) or (ENSG00000135702) or (ENSG00000175040),FALSE,0,1000,S6T17g,,MNXR104191,
R_HMR_7476,R_HMR_7476,2.8.2.-,(ENSG00000183196) or (ENSG00000140835) or (ENSG00000135702) or (ENSG00000175040),FALSE,0,1000,S6T16g,,MNXR104190,
R_HMR_7371,R_HMR_7371,2.8.2.17;2.8.2.21,(ENSG00000147119) or (ENSG00000175264) or (ENSG00000122863),FALSE,0,1000,S6T15g,,MNXR104189,
R_HMR_7369,R_HMR_7369,2.8.2.-,(ENSG00000183196) or (ENSG00000140835) or (ENSG00000135702) or (ENSG00000175040),FALSE,0,1000,S6T14g,,MNXR104188,
R_HMR_7366,R_HMR_7366,2.8.2.-,(ENSG00000183196) or (ENSG00000140835) or (ENSG00000135702) or (ENSG00000175040),FALSE,0,1000,S6T13g,,MNXR104187,
R_HMR_7363,R_HMR_7363,2.8.2.-,(ENSG00000183196) or (ENSG00000140835) or (ENSG00000135702) or (ENSG00000175040),FALSE,0,1000,S6T12g,,MNXR104186,
R_HMR_7360,R_HMR_7360,2.8.2.-,(ENSG00000183196) or (ENSG00000140835) or (ENSG00000135702) or (ENSG00000175040),FALSE,0,1000,S6T11g,,MNXR104185,
R_HMR_7357,R_HMR_7357,2.8.2.-,(ENSG00000183196) or (ENSG00000140835) or (ENSG00000135702) or (ENSG00000175040),FALSE,0,1000,S6T10g,,MNXR104184,
R_HMR_7564,R_HMR_7564,3.1.6.12,(ENSG00000113273),FALSE,0,1000,S4TASE5ly,,MNXR104183,
R_HMR_7558,R_HMR_7558,3.1.6.12,(ENSG00000113273),FALSE,0,1000,S4TASE4ly,,MNXR104182,
R_HMR_7514,R_HMR_7514,3.1.6.12,(ENSG00000113273),FALSE,0,1000,S4TASE3ly,,MNXR104181,
R_HMR_7506,R_HMR_7506,3.1.6.12,(ENSG00000113273),FALSE,0,1000,S4TASE2ly,,MNXR104180,
R_HMR_7502,R_HMR_7502,3.1.6.12,(ENSG00000113273),FALSE,0,1000,S4TASE1ly,,MNXR104179,
R_HMR_7509,R_HMR_7509,2.8.2.5;2.8.2.35,(ENSG00000171310) or (ENSG00000169105) or (ENSG00000136213) or (ENSG00000180767),FALSE,0,1000,S4T6g,,MNXR104178,
R_HMR_7554,R_HMR_7554,,,FALSE,0,1000,S4T5g,,MNXR104177,
R_HMR_7490,R_HMR_7490,,,FALSE,0,1000,S4T4g,,MNXR104176,
R_HMR_7551,R_HMR_7551,,(ENSG00000171310) or (ENSG00000169105) or (ENSG00000136213) or (ENSG00000180767),FALSE,0,1000,S4T3g,,MNXR104175,
R_HMR_7498,R_HMR_7498,,(ENSG00000171310) or (ENSG00000169105) or (ENSG00000136213) or (ENSG00000180767),FALSE,0,1000,S4T2g,,MNXR104174,
R_HMR_7491,R_HMR_7491,2.8.2.5;2.8.2.35,(ENSG00000171310) or (ENSG00000169105) or (ENSG00000136213) or (ENSG00000180767),FALSE,0,1000,S4T1g,,MNXR104173,
R_HMR_7249,R_HMR_7249,,,FALSE,0,1000,S3TASE3ly,,MNXR104170,
R_HMR_7243,R_HMR_7243,,,FALSE,0,1000,S3TASE2ly,,MNXR104169,
R_HMR_7236,R_HMR_7236,,,FALSE,0,1000,S3TASE1ly,,MNXR104168,
R_HMR_7222,R_HMR_7222,2.8.2.23;2.8.2.30,(ENSG00000182601) or (ENSG00000125430) or (ENSG00000249853) or (ENSG00000002587) or (ENSG00000153976) or (ENSG00000162040),FALSE,0,1000,S3T3g,,MNXR104167,
R_HMR_7221,R_HMR_7221,2.8.2.23;2.8.2.29,(ENSG00000182601) or (ENSG00000122254) or (ENSG00000249853),FALSE,0,1000,S3T2g,,MNXR104166,
R_HMR_7220,R_HMR_7220,2.8.2.23,(ENSG00000182601) or (ENSG00000249853) or (ENSG00000002587),FALSE,0,1000,S3T1g,,MNXR104165,
